,ACCESS_ID,HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS,YEAR,log10.width,log10.weight,log.width,log.weight,Cooks_D,SC,Maturity
9444,NA,-10169,201301,89,143,J-23,68580,1,NA,85.8,3,NA,NA,NA,234,15.2,,2013,1.933487288,2.369215857,4.452019006,5.455321115,0.000775541,OS,Immature
9446,NA,-9003,201201,89,161,O-27,68580,1,NA,85.8,3,NA,NA,NA,270,NA,,2012,1.933487288,2.431363764,4.452019006,5.598421959,1.20E-06,OS,#VALUE!
9449,NA,-14692,201501,162,191,S-30,68580,1,NA,85.8,3,NA,NA,NA,292,19.6,,2015,1.933487288,2.465382851,4.452019006,5.676753802,0.000183481,OS,Mature
9451,NA,-14781,201501,94,202,L-26,68580,1,NA,85.8,3,NA,NA,NA,286,19.7,,2015,1.933487288,2.456366033,4.452019006,5.655991811,9.34E-05,OS,Mature
9452,NA,-16572,201701,162,57,I-02,68580,1,NA,85.8,3,NA,NA,NA,298,21.2,,2017,1.933487288,2.474216264,4.452019006,5.697093487,0.000300945,OS,Mature
9453,NA,-16965,201701,94,160,J-25,68580,1,NA,85.8,3,NA,NA,NA,255,19.3,,2017,1.933487288,2.40654018,4.452019006,5.541263545,0.000138832,OS,Mature
9454,NA,-16968,201701,94,163,M-25,68580,1,NA,85.8,3,NA,NA,NA,280,21.1,,2017,1.933487288,2.447158031,4.452019006,5.634789603,3.25E-05,OS,Mature
9457,5319,-6719,201001,89,106,H-20,68580,1,NA,85.9,3,NA,NA,NA,308,19.7,,2010,1.933993164,2.488550717,4.453183829,5.730099783,0.000522025,OS,Mature
9458,NA,-10092,201301,89,100,H-19,68580,1,NA,85.9,4,NA,NA,NA,278,19.2,,2013,1.933993164,2.444044796,4.453183829,5.627621114,1.37E-05,OS,Mature
9459,NA,-9014,201201,89,172,K-25,68580,1,NA,85.9,3,NA,NA,NA,294,NA,,2012,1.933993164,2.46834733,4.453183829,5.683579767,0.000200356,OS,#VALUE!
9461,NA,-14296,201501,162,122,E-19,68580,1,NA,85.9,3,NA,NA,NA,286,15.8,,2015,1.933993164,2.456366033,4.453183829,5.655991811,8.10E-05,OS,Immature
9472,NA,-16964,201701,94,159,I-25,68580,1,NA,86,3,NA,NA,NA,262,20.3,,2017,1.934498451,2.418301291,4.454347296,5.568344504,6.46E-05,OS,Mature
9474,NA,-8974,201201,89,132,IH2221,68580,1,NA,86.1,3,NA,NA,NA,272,NA,,2012,1.935003151,2.434568904,4.455509411,5.605802066,2.89E-06,OS,#VALUE!
9476,NA,-19002,201901,94,68,F-03,68580,1,NA,86.1,3,NA,NA,NA,292,21.9,,2019,1.935003151,2.465382851,4.455509411,5.676753802,0.000133425,OS,Mature
9477,NA,-16834,201701,94,104,G-01,68580,1,NA,86.1,3,NA,NA,NA,280,19.4,,2017,1.935003151,2.447158031,4.455509411,5.634789603,1.38E-05,OS,Mature
9478,584,-11672,200601,88,184,QP2726,68580,1,NA,86.2,3,NA,NA,NA,274,20.8,,2006,1.935507266,2.437750563,4.456670178,5.613128106,9.79E-07,OS,Mature
9480,5062,-4838,200901,88,33,E-08,68580,1,NA,86.2,4,NA,NA,NA,288,18.9,,2009,1.935507266,2.459392488,4.456670178,5.66296048,6.91E-05,OS,Mature
9481,2433,-6899,201001,162,210,R-32,68580,1,NA,86.2,3,NA,NA,NA,274,17.9,,2010,1.935507266,2.437750563,4.456670178,5.613128106,9.79E-07,OS,Mature
9484,NA,-10181,201301,162,141,K-24,68580,1,NA,86.2,3,NA,NA,NA,302,22.4,,2013,1.935507266,2.480006943,4.456670178,5.710427017,0.000295,OS,Mature
9490,NA,-14139,201501,94,47,I-05,68580,1,NA,86.3,4,NA,NA,NA,286,15.3,,2015,1.936010796,2.456366033,4.457829598,5.655991811,4.04E-05,OS,Immature
9492,NA,-19446,201901,162,168,Q-28,68580,1,NA,86.3,3,NA,NA,NA,285,18.9,,2019,1.936010796,2.45484486,4.457829598,5.65248918,3.25E-05,OS,Mature
9503,NA,-17043,201701,94,193,N-27,68580,1,NA,86.4,3,NA,NA,NA,265,20.6,,2017,1.936513742,2.423245874,4.458987676,5.579729826,7.28E-05,OS,Mature
9508,NA,-16672,201701,94,115,G-18,68580,1,NA,86.5,3,NA,NA,NA,275,19.6,,2017,1.937016107,2.439332694,4.460144414,5.616771098,5.19E-06,OS,Mature
9509,2777,-6915,201001,162,226,O-23,68580,1,NA,86.6,4,NA,NA,NA,286,19.1,,2010,1.937517892,2.456366033,4.461299816,5.655991811,1.92E-05,OS,Mature
9510,2446,-6900,201001,162,211,R-31,68580,1,NA,86.6,3,NA,NA,NA,246,15.8,,2010,1.937517892,2.390935107,4.461299816,5.505331536,0.000562551,OS,Immature
9511,2509,-6903,201001,162,214,T-30,68580,1,NA,86.6,3,NA,NA,NA,254,19,,2010,1.937517892,2.404833717,4.461299816,5.537334267,0.000315032,OS,Mature
9519,NA,-18753,201901,94,33,D-09,68580,1,NA,86.6,3,NA,NA,NA,276,19.3,,2019,1.937517892,2.440909082,4.461299816,5.620400866,5.09E-06,OS,Mature
9520,NA,-19002,201901,94,68,F-03,68580,1,NA,86.6,3,NA,NA,NA,274,20.9,,2019,1.937517892,2.437750563,4.461299816,5.613128106,1.30E-05,OS,Mature
9521,NA,-16976,201701,94,171,N-25,68580,1,NA,86.6,3,NA,NA,NA,270,18.4,,2017,1.937517892,2.431363764,4.461299816,5.598421959,4.04E-05,OS,Mature
9522,NA,-16991,201701,162,142,R-26,68580,1,NA,86.6,3,NA,NA,NA,286,21.6,,2017,1.937517892,2.456366033,4.461299816,5.655991811,1.92E-05,OS,Mature
9524,2778,-6915,201001,162,226,O-23,68580,1,NA,86.7,4,NA,NA,NA,300,22.7,,2010,1.938019097,2.477121255,4.462453884,5.703782475,0.000159763,OS,Mature
9528,NA,-19077,201901,94,88,H-03,68580,1,NA,86.7,3,NA,NA,NA,298,19.4,,2019,1.938019097,2.474216264,4.462453884,5.697093487,0.000129785,OS,Mature
9533,NA,-8914,201201,162,171,L-24,68580,1,NA,86.8,3,NA,NA,NA,282,NA,,2012,1.938519725,2.450249108,4.463606622,5.641907071,2.00E-07,OS,#VALUE!
9536,NA,-19396,201901,162,153,PO2726,68580,1,NA,86.8,3,NA,NA,NA,276,20.1,,2019,1.938519725,2.440909082,4.463606622,5.620400866,1.27E-05,OS,Mature
9537,NA,-16957,201701,162,122,M-26,68580,1,NA,86.8,3,NA,NA,NA,270,19.8,,2017,1.938519725,2.431363764,4.463606622,5.598421959,5.87E-05,OS,Mature
9538,NA,-17044,201701,94,194,M-27,68580,1,NA,86.8,3,NA,NA,NA,310,22.4,,2017,1.938519725,2.491361694,4.463606622,5.736572297,0.000327552,OS,Mature
9539,NA,-8925,201201,89,83,A-04,68580,1,NA,86.9,3,NA,NA,NA,288,NA,,2012,1.939019776,2.459392488,4.464758032,5.66296048,1.38E-05,OS,#VALUE!
9540,NA,-14716,201501,94,148,N-27,68580,1,NA,86.9,3,NA,NA,NA,310,22.2,,2015,1.939019776,2.491361694,4.464758032,5.736572297,0.000304283,OS,Mature
9541,NA,-14564,201501,94,131,N-23,68580,1,NA,86.9,3,NA,NA,NA,280,16.8,,2015,1.939019776,2.447158031,4.464758032,5.634789603,2.35E-06,OS,Immature
9551,NA,-8932,201201,89,123,IH1918,68580,1,NA,87,4,NA,NA,NA,302,NA,,2012,1.939519253,2.480006943,4.465908119,5.710427017,0.000142006,OS,#VALUE!
9556,NA,-10141,201301,89,115,I-21,68580,1,NA,87.1,3,NA,NA,NA,292,21.2,,2013,1.940018155,2.465382851,4.467056884,5.676753802,2.49E-05,OS,Mature
9560,1532,-11443,200601,134,191,R-27,68580,1,NA,87.2,4,NA,NA,NA,300,21.1,,2006,1.940516485,2.477121255,4.468204331,5.703782475,8.79E-05,OS,Mature
9567,NA,-17011,201701,162,148,O-28,68580,1,NA,87.2,3,NA,NA,NA,296,20.5,,2017,1.940516485,2.471291711,4.468204331,5.690359454,4.73E-05,OS,Mature
9569,NA,-9018,201201,89,176,I-25,68580,1,NA,87.3,3,NA,NA,NA,286,NA,,2012,1.941014244,2.456366033,4.469350463,5.655991811,3.26E-08,OS,#VALUE!
9570,NA,-19392,201901,162,149,M-26,68580,1,NA,87.3,3,NA,NA,NA,306,22,,2019,1.941014244,2.485721426,4.469350463,5.723585102,0.000154184,OS,Mature
9572,2507,-3726,200701,88,206,Q-29,68580,1,NA,87.4,3,NA,NA,NA,278,20.6,,2007,1.941511433,2.444044796,4.470495283,5.627621114,3.74E-05,OS,Mature
9578,NA,-16803,201701,94,125,G-19,68580,1,NA,87.4,3,NA,NA,NA,295,21.5,,2017,1.941511433,2.469822016,4.470495283,5.686975356,2.45E-05,OS,Mature
9579,NA,-17028,201701,162,165,S-31,68580,1,NA,87.4,3,NA,NA,NA,298,20.4,,2017,1.941511433,2.474216264,4.470495283,5.697093487,4.67E-05,OS,Mature
9586,NA,-16790,201701,94,137,J-24,68580,1,NA,87.5,3,NA,NA,NA,290,21.7,,2017,1.942008053,2.462397998,4.471638793,5.669880923,1.24E-06,OS,Mature
9588,2353,-3672,200701,88,152,H-26,68580,1,NA,87.6,3,NA,NA,NA,316,23,,2007,1.942504106,2.499687083,4.472780998,5.755742214,0.000271182,OS,Mature
9591,NA,-8511,201201,162,40,H-07,68580,1,NA,87.6,3,NA,NA,NA,299,19.7,,2012,1.942504106,2.475671188,4.472780998,5.700443573,3.80E-05,OS,Mature
9593,NA,-10094,201301,89,102,G-19,68580,1,NA,87.6,3,NA,NA,NA,302,21,,2013,1.942504106,2.480006943,4.472780998,5.710427017,6.44E-05,OS,Mature
9594,NA,-8622,201201,162,144,L-21,68580,1,NA,87.6,3,NA,NA,NA,238,NA,,2012,1.942504106,2.376576957,4.472780998,5.472270674,0.001322355,OS,#VALUE!
9595,NA,-8977,201201,89,135,I-22,68580,1,NA,87.6,3,NA,NA,NA,298,NA,,2012,1.942504106,2.474216264,4.472780998,5.697093487,3.07E-05,OS,#VALUE!
9596,NA,-14786,201501,94,207,M-27,68580,1,NA,87.6,3,NA,NA,NA,306,20.6,,2015,1.942504106,2.485721426,4.472780998,5.723585102,0.000109712,OS,Mature
9601,NA,-16563,201701,162,49,A-02,68580,1,NA,87.6,4,NA,NA,NA,280,19.6,,2017,1.942504106,2.447158031,4.472780998,5.634789603,3.69E-05,OS,Mature
9603,NA,-8917,201201,162,173,K-23,68580,1,NA,87.7,3,NA,NA,NA,310,NA,,2012,1.942999593,2.491361694,4.473921899,5.736572297,0.000150045,OS,#VALUE!
9610,NA,-19447,201901,162,169,P-28,68580,1,NA,87.8,3,NA,NA,NA,300,21.7,,2019,1.943494516,2.477121255,4.475061501,5.703782475,3.02E-05,OS,Mature
9612,NA,-16957,201701,162,122,M-26,68580,1,NA,87.8,3,NA,NA,NA,288,18.4,,2017,1.943494516,2.459392488,4.475061501,5.66296048,4.48E-06,OS,Mature
9613,2559,-6905,201001,162,216,R-29,68580,1,NA,87.9,3,NA,NA,NA,258,14.9,,2010,1.943988875,2.411619706,4.476199805,5.552959585,0.000541354,OS,Immature
9614,NA,-8919,201201,162,175,J-24,68580,1,NA,87.9,3,NA,NA,NA,280,NA,,2012,1.943988875,2.447158031,4.476199805,5.634789603,6.42E-05,OS,#VALUE!
9617,NA,-16965,201701,94,160,J-25,68580,1,NA,87.9,3,NA,NA,NA,280,21.3,,2017,1.943988875,2.447158031,4.476199805,5.634789603,6.42E-05,OS,Mature
9621,1689,1011053,200001,88,163,Q-30,68580,1,NA,88,3,NA,NA,NA,296,NA,,2000,1.944482672,2.471291711,4.477336814,5.690359454,2.90E-06,OS,#VALUE!
9623,2032,-2900,200701,88,42,D-09,68580,1,NA,88,3,NA,NA,NA,318,22.7,,2007,1.944482672,2.50242712,4.477336814,5.762051383,0.000227051,OS,Mature
9624,2575,-6906,201001,162,217,S-29,68580,1,NA,88,3,NA,NA,NA,288,20.5,,2010,1.944482672,2.459392488,4.477336814,5.66296048,1.16E-05,OS,Mature
9627,NA,-10239,201301,162,180,P-28,68580,1,NA,88,3,NA,NA,NA,306,22.1,,2013,1.944482672,2.485721426,4.477336814,5.723585102,6.24E-05,OS,Mature
9640,NA,-19237,201901,162,131,M-23,68580,1,NA,88.2,3,NA,NA,NA,305,20.7,,2019,1.945468585,2.484299839,4.479606963,5.720311777,3.60E-05,OS,Mature
9646,NA,-8914,201201,162,171,L-24,68580,1,NA,88.3,3,NA,NA,NA,294,NA,,2012,1.945960704,2.46834733,4.480740108,5.683579767,2.22E-06,OS,#VALUE!
9647,NA,-14701,201501,94,149,O-27,68580,1,NA,88.3,3,NA,NA,NA,300,21.5,,2015,1.945960704,2.477121255,4.480740108,5.703782475,5.19E-06,OS,Mature
9648,NA,-13977,201501,162,33,G-08,68580,1,NA,88.3,3,NA,NA,NA,286,19.1,,2015,1.945960704,2.456366033,4.480740108,5.655991811,4.40E-05,OS,Mature
9651,NA,-16570,201701,162,55,G-02,68580,1,NA,88.3,3,NA,NA,NA,302,20.6,,2017,1.945960704,2.480006943,4.480740108,5.710427017,1.24E-05,OS,Mature
9652,2453,-3714,200701,88,194,U-29,68580,1,NA,88.4,3,NA,NA,NA,298,19.8,,2007,1.946452265,2.474216264,4.48187197,5.697093487,1.51E-07,OS,Mature
9653,2500,-6903,201001,162,214,T-30,68580,1,NA,88.4,3,NA,NA,NA,282,20.3,,2010,1.946452265,2.450249108,4.48187197,5.641907071,9.81E-05,OS,Mature
9657,NA,-14123,201501,94,57,H-03,68580,1,NA,88.4,4,NA,NA,NA,306,20.3,,2015,1.946452265,2.485721426,4.48187197,5.723585102,2.84E-05,OS,Mature
9658,NA,-14695,201501,94,141,K-25,68580,1,NA,88.4,3,NA,NA,NA,294,20.2,,2015,1.946452265,2.46834733,4.48187197,5.683579767,4.55E-06,OS,Mature
9663,5054,-4876,200901,88,71,H-02,68580,1,NA,88.5,3,NA,NA,NA,302,20.6,,2009,1.946943271,2.480006943,4.483002552,5.710427017,5.00E-06,OS,Mature
9664,NA,-10096,201301,89,104,F-19,68580,1,NA,88.5,3,NA,NA,NA,310,21.6,,2013,1.946943271,2.491361694,4.483002552,5.736572297,5.06E-05,OS,Mature
9668,NA,-14692,201501,162,191,S-30,68580,1,NA,88.5,3,NA,NA,NA,244,16.7,,2015,1.946943271,2.387389826,4.483002552,5.497168225,0.001410672,OS,Immature
9671,NA,-16802,201701,94,124,HG2019,68580,1,NA,88.5,3,NA,NA,NA,310,21.1,,2017,1.946943271,2.491361694,4.483002552,5.736572297,5.06E-05,OS,Mature
9674,5479,-5680,200901,88,187,P-31,68580,1,NA,88.6,3,NA,NA,NA,318,20.5,,2009,1.947433722,2.50242712,4.484131858,5.762051383,0.000126145,OS,Mature
9681,603,-11673,200601,88,185,P-26,68580,1,NA,88.7,3,NA,NA,NA,308,20.9,,2006,1.94792362,2.488550717,4.485259889,5.730099783,2.14E-05,OS,Mature
9683,5400,-5663,200901,88,170,Q-28,68580,1,NA,88.7,3,NA,NA,NA,308,21,,2009,1.94792362,2.488550717,4.485259889,5.730099783,2.14E-05,OS,Mature
9685,NA,-10010,201301,162,60,F-03,68580,1,NA,88.7,3,NA,NA,NA,296,22.3,,2013,1.94792362,2.471291711,4.485259889,5.690359454,7.79E-06,OS,Mature
9693,2493,-3720,200701,88,200,S-30,68580,1,NA,88.8,3,NA,NA,NA,284,21.8,,2007,1.948412966,2.45331834,4.48638665,5.648974238,0.00012453,OS,Mature
9694,NA,-10010,201301,162,60,F-03,68580,1,NA,88.8,3,NA,NA,NA,272,20.5,,2013,1.948412966,2.434568904,4.48638665,5.605802066,0.000369478,OS,Mature
9695,NA,-9007,201201,89,165,M-26,68580,1,NA,88.8,3,NA,NA,NA,300,NA,,2012,1.948412966,2.477121255,4.48638665,5.703782475,8.53E-07,OS,#VALUE!
9699,NA,-14123,201501,94,57,H-03,68580,1,NA,88.8,3,NA,NA,NA,306,19.8,,2015,1.948412966,2.485721426,4.48638665,5.723585102,7.70E-06,OS,Mature
9707,NA,-10067,201301,89,75,G-04,68580,1,NA,88.9,3,NA,NA,NA,308,20.8,,2013,1.948901761,2.488550717,4.487512143,5.730099783,1.12E-05,OS,Mature
9713,1691,NA,200001,88,NA,,68580,1,NA,89,4,NA,NA,NA,316,NA,,2000,1.949390007,2.499687083,4.48863637,5.755742214,5.64E-05,OS,#VALUE!
9714,3154,-3769,200701,89,167,QP2423,68580,1,NA,89,3,NA,NA,NA,328,22.2,,2007,1.949390007,2.515873844,4.48863637,5.793013608,0.000209464,OS,Mature
9723,NA,-16795,201701,94,142,G-24,68580,1,NA,89,3,NA,NA,NA,315,21.4,,2017,1.949390007,2.498310554,4.48863637,5.752572639,4.78E-05,OS,Mature
9725,2631,-6908,201001,162,219,R-28,68580,1,NA,89.1,3,NA,NA,NA,284,18.9,,2010,1.949877704,2.45331834,4.489759334,5.648974238,0.000171249,OS,Mature
9727,NA,-10280,201301,89,192,O-31,68580,1,NA,89.1,3,NA,NA,NA,290,21,,2013,1.949877704,2.462397998,4.489759334,5.669880923,8.42E-05,OS,Mature
9728,NA,-19415,201901,94,155,ON2524,68580,1,NA,89.1,3,NA,NA,NA,318,21.2,,2019,1.949877704,2.50242712,4.489759334,5.762051383,6.48E-05,OS,Mature
9729,642,-11677,200601,88,189,N-27,68580,1,NA,89.2,3,NA,NA,NA,314,21.4,,2006,1.950364854,2.496929648,4.49088104,5.749392986,2.55E-05,OS,Mature
9730,2322,-6893,201001,162,204,P-27,68580,1,NA,89.2,3,NA,NA,NA,334,29.3,,2010,1.950364854,2.523746467,4.49088104,5.811140993,0.000275483,OS,Mature
9731,NA,-9239,201201,89,182,G-23,68580,1,NA,89.2,3,NA,NA,NA,302,NA,,2012,1.950364854,2.480006943,4.49088104,5.710427017,5.00E-06,OS,#VALUE!
9737,NA,-14715,201501,94,147,N-26,68580,1,NA,89.2,3,NA,NA,NA,316,23,,2015,1.950364854,2.499687083,4.49088104,5.755742214,3.89E-05,OS,Mature
9738,NA,-19445,201901,162,167,R-26,68580,1,NA,89.2,3,NA,NA,NA,330,22.7,,2019,1.950364854,2.51851394,4.49088104,5.799092654,0.000205767,OS,Mature
9740,NA,-17007,201701,94,188,T-27,68580,1,NA,89.2,3,NA,NA,NA,305,20.8,,2017,1.950364854,2.484299839,4.49088104,5.720311777,1.51E-07,OS,Mature
9744,NA,-16932,201701,94,149,L-22,68580,1,NA,89.3,3,NA,NA,NA,310,22.4,,2017,1.950851459,2.491361694,4.492001488,5.736572297,4.07E-06,OS,Mature
9745,2107,-6885,201001,162,196,PO2625,68580,1,NA,89.4,4,NA,NA,NA,292,20.9,,2010,1.951337519,2.465382851,4.493120682,5.676753802,9.63E-05,OS,Mature
9747,NA,-10141,201301,89,115,I-21,68580,1,NA,89.4,4,NA,NA,NA,310,21.3,,2013,1.951337519,2.491361694,4.493120682,5.736572297,1.91E-06,OS,Mature
9750,NA,-14060,201501,162,67,F-04,68580,1,NA,89.4,3,NA,NA,NA,306,19.6,,2015,1.951337519,2.485721426,4.493120682,5.723585102,1.10E-06,OS,Mature
9756,2510,-6903,201001,162,214,T-30,68580,1,NA,89.5,3,NA,NA,NA,330,22.5,,2010,1.951823035,2.51851394,4.494238625,5.799092654,0.000155052,OS,Mature
9757,NA,-10265,201301,89,182,R-32,68580,1,NA,89.5,3,NA,NA,NA,310,21.8,,2013,1.951823035,2.491361694,4.494238625,5.736572297,5.56E-07,OS,Mature
9761,NA,-10169,201301,89,143,J-23,68580,1,NA,89.6,3,NA,NA,NA,276,17.1,,2013,1.95230801,2.440909082,4.49535532,5.620400866,0.000468771,OS,Immature
9764,NA,-19079,201901,94,90,J-03,68580,1,NA,89.6,3,NA,NA,NA,316,23.6,,2019,1.95230801,2.499687083,4.49535532,5.755742214,1.37E-05,OS,Mature
9766,2432,-6899,201001,162,210,R-32,68580,1,NA,89.7,3,NA,NA,NA,310,21.1,,2010,1.952792443,2.491361694,4.496470769,5.736572297,2.75E-07,OS,Mature
9768,NA,-9261,201201,89,197,R-29,68580,1,NA,89.7,3,NA,NA,NA,318,NA,,2012,1.952792443,2.50242712,4.496470769,5.762051383,1.81E-05,OS,#VALUE!
9770,NA,-16967,201701,94,162,L-25,68580,1,NA,89.7,3,NA,NA,NA,315,22.2,,2017,1.952792443,2.498310554,4.496470769,5.752572639,6.12E-06,OS,Mature
9774,NA,-10096,201301,89,104,F-19,68580,1,NA,89.8,3,NA,NA,NA,328,21.3,,2013,1.953276337,2.515873844,4.497584975,5.793013608,8.88E-05,OS,Mature
9775,NA,-9994,201301,89,53,D-05,68580,1,NA,89.8,4,NA,NA,NA,328,22.5,,2013,1.953276337,2.515873844,4.497584975,5.793013608,8.88E-05,OS,Mature
9780,NA,-17041,201701,94,191,P-27,68580,1,NA,89.8,3,NA,NA,NA,330,21.9,,2017,1.953276337,2.51851394,4.497584975,5.799092654,0.000111577,OS,Mature
9784,NA,-14132,201501,94,32,B-06,68580,1,NA,89.9,3,NA,NA,NA,320,NA,,2015,1.953759692,2.505149978,4.498697941,5.768320996,1.73E-05,OS,#VALUE!
9788,2490,-3718,200701,88,198,R-30,68580,1,NA,90,3,NA,NA,NA,338,21.7,,2007,1.954242509,2.5289167,4.49980967,5.823045895,0.000190473,OS,Mature
9789,5402,-6725,201001,89,112,G-21,68580,1,NA,90,3,NA,NA,NA,326,22.3,,2010,1.954242509,2.5132176,4.49980967,5.786897381,4.92E-05,OS,Mature
9793,NA,-14528,201501,94,117,G-23,68580,1,NA,90,3,NA,NA,NA,316,19.3,,2015,1.954242509,2.499687083,4.49980967,5.755742214,1.36E-06,OS,Mature
9794,NA,-14697,201501,94,143,L-25,68580,1,NA,90,3,NA,NA,NA,258,22.7,,2015,1.954242509,2.411619706,4.49980967,5.552959585,0.001361186,OS,Mature
9802,NA,-10088,201301,89,96,I-19,68580,1,NA,90.1,3,NA,NA,NA,314,19.9,,2013,1.954724791,2.496929648,4.500920165,5.749392986,4.32E-07,OS,Mature
9804,NA,-9258,201201,89,194,O-29,68580,1,NA,90.1,3,NA,NA,NA,340,NA,,2012,1.954724791,2.531478917,4.500920165,5.828945618,0.000204006,OS,#VALUE!
9805,NA,-9259,201201,89,195,P-29,68580,1,NA,90.1,3,NA,NA,NA,266,NA,,2012,1.954724791,2.424881637,4.500920165,5.583496309,0.001012098,OS,#VALUE!
9806,NA,-19247,201901,162,71,C-02,68580,1,NA,90.1,4,NA,NA,NA,306,21.4,,2019,1.954724791,2.485721426,4.500920165,5.723585102,3.03E-05,OS,Mature
9808,NA,-16967,201701,94,162,L-25,68580,1,NA,90.1,3,NA,NA,NA,315,20.2,,2017,1.954724791,2.498310554,4.500920165,5.752572639,3.62E-09,OS,Mature
9809,1533,-11443,200601,134,191,R-27,68580,1,NA,90.2,3,NA,NA,NA,316,21.4,,2006,1.955206538,2.499687083,4.502029427,5.755742214,9.60E-09,OS,Mature
9812,NA,-10024,201301,89,63,E-03,68580,1,NA,90.2,3,NA,NA,NA,268,18.7,,2013,1.955206538,2.428134794,4.502029427,5.590986981,0.000964571,OS,Mature
9814,NA,-19407,201901,94,175,O-27,68580,1,NA,90.2,3,NA,NA,NA,342,22,,2019,1.955206538,2.534026106,4.502029427,5.834810737,0.000217857,OS,Mature
9815,NA,-16795,201701,94,142,G-24,68580,1,NA,90.2,3,NA,NA,NA,325,23.2,,2017,1.955206538,2.511883361,4.502029427,5.783825182,2.68E-05,OS,Mature
9817,2099,-6884,201001,162,195,PO2524,68580,1,NA,90.3,4,NA,NA,NA,342,23.2,,2010,1.95568775,2.534026106,4.50313746,5.834810737,0.000199816,OS,Mature
9818,1884,-8157,201101,162,156,K-25,68580,1,NA,90.3,3,NA,NA,NA,288,20.2,,2011,1.95568775,2.459392488,4.50313746,5.66296048,0.000330378,OS,Mature
9819,NA,-10195,201301,89,151,I-25,68580,1,NA,90.3,3,NA,NA,NA,330,22.3,,2013,1.95568775,2.51851394,4.50313746,5.799092654,5.51E-05,OS,Mature
9820,NA,-10196,201301,89,152,J-25,68580,1,NA,90.3,3,NA,NA,NA,284,22.8,,2013,1.95568775,2.45331834,4.50313746,5.648974238,0.000432892,OS,Mature
9822,NA,-17007,201701,94,188,T-27,68580,1,NA,90.3,3,NA,NA,NA,300,21.3,,2017,1.95568775,2.477121255,4.50313746,5.703782475,0.000110267,OS,Mature
9823,1563,-11458,200601,134,206,S-29,68580,1,NA,90.4,3,NA,NA,NA,328,22.1,,2006,1.95616843,2.515873844,4.504244267,5.793013608,3.19E-05,OS,Mature
9824,2501,-3718,200701,88,198,R-30,68580,1,NA,90.4,3,NA,NA,NA,342,20.3,,2007,1.95616843,2.534026106,4.504244267,5.834810737,0.000182561,OS,Mature
9827,5452,-5673,200901,88,180,U-28,68580,1,NA,90.4,3,NA,NA,NA,334,19.5,,2009,1.95616843,2.523746467,4.504244267,5.811140993,8.21E-05,OS,Mature
9828,2417,-6898,201001,162,209,P-32,68580,1,NA,90.4,3,NA,NA,NA,336,22.4,,2010,1.95616843,2.526339277,4.504244267,5.81711116,0.000103664,OS,Mature
9832,NA,-10196,201301,89,152,J-25,68580,1,NA,90.4,3,NA,NA,NA,330,21.6,,2013,1.95616843,2.51851394,4.504244267,5.799092654,4.61E-05,OS,Mature
9834,NA,-14732,201501,94,178,O-28,68580,1,NA,90.4,3,NA,NA,NA,334,21.6,,2015,1.95616843,2.523746467,4.504244267,5.811140993,8.21E-05,OS,Mature
9839,NA,-19193,201901,94,117,HG2019,68580,1,NA,90.5,3,NA,NA,NA,336,22.2,,2019,1.956648579,2.526339277,4.505349851,5.81711116,9.13E-05,OS,Mature
9840,NA,-19400,201901,162,157,P-26,68580,1,NA,90.5,3,NA,NA,NA,336,20,,2019,1.956648579,2.526339277,4.505349851,5.81711116,9.13E-05,OS,Mature
9841,NA,-16803,201701,94,125,G-19,68580,1,NA,90.5,3,NA,NA,NA,325,17.8,,2017,1.956648579,2.511883361,4.505349851,5.783825182,1.08E-05,OS,Immature
9842,NA,-16794,201701,94,141,G-23,68580,1,NA,90.5,3,NA,NA,NA,330,22.4,,2017,1.956648579,2.51851394,4.505349851,5.799092654,3.80E-05,OS,Mature
9845,2356,-6895,201001,162,206,Q-30,68580,1,NA,90.6,3,NA,NA,NA,318,20.5,,2010,1.957128198,2.50242712,4.506454213,5.762051383,2.08E-06,OS,Mature
9846,2572,-6906,201001,162,217,S-29,68580,1,NA,90.6,3,NA,NA,NA,330,23.1,,2010,1.957128198,2.51851394,4.506454213,5.799092654,3.06E-05,OS,Mature
9847,1891,-8185,201101,162,184,Q-29,68580,1,NA,90.6,3,NA,NA,NA,312,20.6,,2011,1.957128198,2.494154594,4.506454213,5.743003188,2.53E-05,OS,Mature
9848,NA,-10011,201301,162,61,F-02,68580,1,NA,90.6,3,NA,NA,NA,330,23.3,,2013,1.957128198,2.51851394,4.506454213,5.799092654,3.06E-05,OS,Mature
9849,NA,-19407,201901,94,175,O-27,68580,1,NA,90.6,3,NA,NA,NA,332,21.7,,2019,1.957128198,2.521138084,4.506454213,5.805134969,4.45E-05,OS,Mature
9853,2197,-6890,201001,162,201,QP2726,68580,1,NA,90.7,3,NA,NA,NA,320,21.6,,2010,1.957607287,2.505149978,4.507557357,5.768320996,7.99E-07,OS,Mature
9857,NA,-16976,201701,94,171,N-25,68580,1,NA,90.7,3,NA,NA,NA,310,20.8,,2017,1.957607287,2.491361694,4.507557357,5.736572297,4.73E-05,OS,Mature
