,ACCESS_ID,HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS,YEAR,log10.width,log10.weight,log.width,log.weight,Cooks_D,SC,Maturity
9044,5057,-4876,200901,88,71,H-02,68580,1,NA,81.6,3,NA,NA,NA,242,19.8,,2009,1.911690159,2.383815366,4.401829262,5.488937726,5.19E-05,OS,Mature
9045,5060,-4835,200901,88,30,D-08,68580,1,NA,81.6,4,NA,NA,NA,218,19,,2009,1.911690159,2.338456494,4.401829262,5.384495063,0.000170112,OS,Mature
9050,NA,-14703,201501,94,151,O-26,68580,1,NA,81.6,3,NA,NA,NA,224,20.3,,2015,1.911690159,2.350248018,4.401829262,5.411646052,6.05E-05,OS,Mature
9058,NA,-10087,201301,89,95,JI1918,68580,1,NA,81.7,4,NA,NA,NA,238,19,,2013,1.912222057,2.376576957,4.403054002,5.472270674,1.05E-05,OS,Mature
9060,NA,-14697,201501,94,143,L-25,68580,1,NA,81.7,3,NA,NA,NA,238,19.5,,2015,1.912222057,2.376576957,4.403054002,5.472270674,1.05E-05,OS,Mature
9061,NA,-16571,201701,162,56,H-02,68580,1,NA,81.7,4,NA,NA,NA,214,16.2,,2017,1.912222057,2.330413773,4.403054002,5.365976015,0.000300359,OS,Immature
9062,397,-11639,200601,88,151,HG1918,68580,1,NA,81.8,3,NA,NA,NA,242,20.5,,2006,1.912753304,2.383815366,4.404277244,5.488937726,3.30E-05,OS,Mature
9066,NA,-19010,201901,162,63,D-04,68580,1,NA,81.8,3,NA,NA,NA,232,15.9,,2019,1.912753304,2.365487985,4.404277244,5.446737372,5.82E-06,OS,Immature
9071,641,-11677,200601,88,189,N-27,68580,1,NA,81.9,3,NA,NA,NA,236,17.7,,2006,1.913283902,2.372912003,4.405498991,5.463831805,3.03E-08,OS,Mature
9073,2083,-6883,201001,162,194,P-25,68580,1,NA,81.9,3,NA,NA,NA,224,19,,2010,1.913283902,2.350248018,4.405498991,5.411646052,9.81E-05,OS,Mature
9075,NA,-19248,201901,162,72,D-02,68580,1,NA,81.9,4,NA,NA,NA,242,18.4,,2019,1.913283902,2.383815366,4.405498991,5.488937726,2.52E-05,OS,Mature
9083,1680,1063369,200101,89,106,J-19,68580,1,NA,82,3,NA,NA,NA,264,NA,,2001,1.913813852,2.421603927,4.406719247,5.575949103,0.000444354,OS,#VALUE!
9085,3117,-6924,201001,162,235,S-27,68580,1,NA,82,3,NA,NA,NA,220,19.2,,2010,1.913813852,2.342422681,4.406719247,5.393627546,0.000198233,OS,Mature
9087,NA,-14123,201501,94,57,H-03,68580,1,NA,82,3,NA,NA,NA,260,19.3,,2015,1.913813852,2.414973348,4.406719247,5.560681631,0.000328896,OS,Mature
9091,NA,-16794,201701,94,141,G-23,68580,1,NA,82,3,NA,NA,NA,220,19.1,,2017,1.913813852,2.342422681,4.406719247,5.393627546,0.000198233,OS,Mature
9093,5055,-4839,200901,88,34,E-07,68580,1,NA,82.1,3,NA,NA,NA,294,20.2,,2009,1.914343157,2.46834733,4.407938016,5.683579767,0.001686754,OS,Mature
9094,5063,-4841,200901,88,36,F-08,68580,1,NA,82.1,3,NA,NA,NA,292,18.9,,2009,1.914343157,2.465382851,4.407938016,5.676753802,0.001580493,OS,Mature
9098,NA,-14038,201501,162,50,E-06,68580,1,NA,82.1,3,NA,NA,NA,240,18.4,,2015,1.914343157,2.380211242,4.407938016,5.480638923,3.93E-06,OS,Mature
9099,NA,-14729,201501,94,175,Q-28,68580,1,NA,82.1,3,NA,NA,NA,224,18.6,,2015,1.914343157,2.350248018,4.407938016,5.411646052,0.000127802,OS,Mature
9103,NA,-16962,201701,94,157,G-25,68580,1,NA,82.1,3,NA,NA,NA,250,20.3,,2017,1.914343157,2.397940009,4.407938016,5.521460918,9.69E-05,OS,Mature
9104,5069,-4834,200901,88,29,D-09,68580,1,NA,82.2,3,NA,NA,NA,222,17.6,,2009,1.914871818,2.346352974,4.409155302,5.402677382,0.000188458,OS,Mature
9105,5486,-5683,200901,88,190,N-30,68580,1,NA,82.2,3,NA,NA,NA,264,17.6,,2009,1.914871818,2.421603927,4.409155302,5.575949103,0.000384309,OS,Mature
9109,NA,-8919,201201,162,175,J-24,68580,1,NA,82.2,3,NA,NA,NA,230,NA,,2012,1.914871818,2.361727836,4.409155302,5.438079309,4.79E-05,OS,#VALUE!
9110,NA,-14509,201501,94,96,IH1918,68580,1,NA,82.2,4,NA,NA,NA,244,18.4,,2015,1.914871818,2.387389826,4.409155302,5.497168225,1.98E-05,OS,Mature
9112,NA,-18973,201901,94,67,F-04,68580,1,NA,82.2,3,NA,NA,NA,254,NA,,2019,1.914871818,2.404833717,4.409155302,5.537334267,0.000148245,OS,#VALUE!
9113,NA,-19459,201901,94,195,S-28,68580,1,NA,82.2,3,NA,NA,NA,244,19.1,,2019,1.914871818,2.387389826,4.409155302,5.497168225,1.98E-05,OS,Mature
9122,NA,-9992,201301,89,51,F-05,68580,1,NA,82.3,3,NA,NA,NA,242,18.7,,2013,1.915399835,2.383815366,4.410371108,5.488937726,4.63E-06,OS,Mature
9124,NA,-14392,201501,162,126,HG2019,68580,1,NA,82.3,3,NA,NA,NA,248,17.8,,2015,1.915399835,2.394451681,4.410371108,5.513428746,4.70E-05,OS,Mature
9125,NA,-14506,201501,94,93,JI1918,68580,1,NA,82.3,4,NA,NA,NA,258,18,,2015,1.915399835,2.411619706,4.410371108,5.552959585,0.000208899,OS,Mature
9131,NA,-8719,201201,162,163,N-25,68580,1,NA,82.4,3,NA,NA,NA,204,NA,,2012,1.915927212,2.309630167,4.411585437,5.318119994,0.000982202,OS,#VALUE!
9132,NA,-14748,201501,162,202,P-30,68580,1,NA,82.4,3,NA,NA,NA,242,19.9,,2015,1.915927212,2.383815366,4.411585437,5.488937726,2.08E-06,OS,Mature
9133,NA,-14744,201501,162,198,P-29,68580,1,NA,82.4,3,NA,NA,NA,238,18.1,,2015,1.915927212,2.376576957,4.411585437,5.472270674,3.09E-06,OS,Mature
9134,NA,-14060,201501,162,67,F-04,68580,1,NA,82.4,3,NA,NA,NA,236,17.6,,2015,1.915927212,2.372912003,4.411585437,5.463831805,1.14E-05,OS,Mature
9140,NA,-16791,201701,94,138,I-24,68580,1,NA,82.4,3,NA,NA,NA,230,18.9,,2017,1.915927212,2.361727836,4.411585437,5.438079309,6.92E-05,OS,Mature
9141,NA,-17008,201701,162,145,R-28,68580,1,NA,82.4,3,NA,NA,NA,232,18.1,,2017,1.915927212,2.365487985,4.411585437,5.446737372,4.43E-05,OS,Mature
9146,NA,-14038,201501,162,50,E-06,68580,1,NA,82.5,3,NA,NA,NA,248,19,,2015,1.916453949,2.394451681,4.412798293,5.513428746,2.95E-05,OS,Mature
9148,1465,-11419,200601,134,167,O-25,68580,1,NA,82.6,3,NA,NA,NA,236,19.8,,2006,1.916980047,2.372912003,4.414009681,5.463831805,2.28E-05,OS,Mature
9149,5569,-6738,201001,89,125,M-21,68580,1,NA,82.6,4,NA,NA,NA,250,19.1,,2010,1.916980047,2.397940009,4.414009681,5.521460918,3.91E-05,OS,Mature
9151,NA,-19233,201901,162,127,M-21,68580,1,NA,82.6,4,NA,NA,NA,258,17.5,,2019,1.916980047,2.411619706,4.414009681,5.552959585,0.000150954,OS,Mature
9152,NA,-17047,201701,94,197,M-30,68580,1,NA,82.6,3,NA,NA,NA,225,18.8,,2017,1.916980047,2.352182518,4.414009681,5.416100402,0.000193725,OS,Mature
9154,2863,-3305,200701,89,115,JI1918,68580,1,NA,82.7,3,NA,NA,NA,224,18.6,,2007,1.91750551,2.350248018,4.415219602,5.411646052,0.000238957,OS,Mature
9155,5065,-4873,200901,88,68,K-02,68580,1,NA,82.7,3,NA,NA,NA,232,18.3,,2009,1.91750551,2.365487985,4.415219602,5.446737372,7.65E-05,OS,Mature
9156,2093,-6884,201001,162,195,PO2524,68580,1,NA,82.7,3,NA,NA,NA,194,14.3,,2010,1.91750551,2.28780173,4.415219602,5.267858159,0.001845497,OS,Immature
9157,NA,-8999,201201,89,157,Q-27,68580,1,NA,82.7,3,NA,NA,NA,226,NA,,2012,1.91750551,2.354108439,4.415219602,5.420534999,0.000189286,OS,#VALUE!
9158,NA,-9258,201201,89,194,O-29,68580,1,NA,82.7,3,NA,NA,NA,248,NA,,2012,1.91750551,2.394451681,4.415219602,5.513428746,1.61E-05,OS,#VALUE!
9159,NA,-10195,201301,89,151,I-25,68580,1,NA,82.7,3,NA,NA,NA,256,19.3,,2013,1.91750551,2.408239965,4.415219602,5.545177444,0.000101628,OS,Mature
9161,NA,-16939,201701,162,125,O-26,68580,1,NA,82.7,3,NA,NA,NA,248,17.8,,2017,1.91750551,2.394451681,4.415219602,5.513428746,1.61E-05,OS,Mature
9162,NA,-16836,201701,94,106,E-01,68580,1,NA,82.7,3,NA,NA,NA,240,19.7,,2017,1.91750551,2.380211242,4.415219602,5.480638923,5.12E-06,OS,Mature
9163,NA,-16836,201701,94,106,E-01,68580,1,NA,82.7,3,NA,NA,NA,255,20.2,,2017,1.91750551,2.40654018,4.415219602,5.541263545,8.71E-05,OS,Mature
9166,560,-11669,200601,88,181,R-26,68580,1,NA,82.8,3,NA,NA,NA,252,20.1,,2006,1.918030337,2.401400541,4.416428061,5.529429088,4.04E-05,OS,Mature
9170,NA,-8980,201201,89,138,J-22,68580,1,NA,82.8,3,NA,NA,NA,252,NA,,2012,1.918030337,2.401400541,4.416428061,5.529429088,4.04E-05,OS,#VALUE!
9172,NA,-19446,201901,162,168,Q-28,68580,1,NA,82.8,3,NA,NA,NA,260,20,,2019,1.918030337,2.414973348,4.416428061,5.560681631,0.000152046,OS,Mature
9176,2507,-6903,201001,162,214,T-30,68580,1,NA,82.9,3,NA,NA,NA,252,20.2,,2010,1.918554531,2.401400541,4.417635062,5.529429088,3.20E-05,OS,Mature
9183,NA,-16965,201701,94,160,J-25,68580,1,NA,82.9,3,NA,NA,NA,240,19,,2017,1.918554531,2.380211242,4.417635062,5.480638923,1.34E-05,OS,Mature
9188,1670,1011074,200001,88,185,O-27,68580,1,NA,83,3,NA,NA,NA,244,NA,,2000,1.919078092,2.387389826,4.418840608,5.497168225,1.44E-06,OS,#VALUE!
9190,1681,1011074,200001,88,185,O-27,68580,1,NA,83,3,NA,NA,NA,266,NA,,2000,1.919078092,2.424881637,4.418840608,5.583496309,0.000232769,OS,#VALUE!
9194,5077,-4839,200901,88,34,E-07,68580,1,NA,83,4,NA,NA,NA,286,17.1,,2009,1.919078092,2.456366033,4.418840608,5.655991811,0.00084554,OS,Mature
9195,3216,-6928,201001,162,239,T-28,68580,1,NA,83,4,NA,NA,NA,244,19.3,,2010,1.919078092,2.387389826,4.418840608,5.497168225,1.44E-06,OS,Mature
9196,NA,-10096,201301,89,104,F-19,68580,1,NA,83,3,NA,NA,NA,224,17.3,,2013,1.919078092,2.350248018,4.418840608,5.411646052,0.00030649,OS,Mature
9199,NA,-14533,201501,162,155,I-24,68580,1,NA,83,3,NA,NA,NA,240,18.7,,2015,1.919078092,2.380211242,4.418840608,5.480638923,1.90E-05,OS,Mature
9200,NA,-14295,201501,162,121,D-18,68580,1,NA,83,3,NA,NA,NA,250,19.8,,2015,1.919078092,2.397940009,4.418840608,5.521460918,1.18E-05,OS,Mature
9204,NA,-16936,201701,94,145,K-23,68580,1,NA,83,3,NA,NA,NA,245,18.7,,2017,1.919078092,2.389166084,4.418840608,5.501258211,1.78E-07,OS,Mature
9205,NA,-16953,201701,162,118,K-26,68580,1,NA,83,3,NA,NA,NA,226,14.8,,2017,1.919078092,2.354108439,4.418840608,5.420534999,0.000250024,OS,Immature
9206,5051,-4835,200901,88,30,D-08,68580,1,NA,83.1,4,NA,NA,NA,304,20.7,,2009,1.919601024,2.482873584,4.420044702,5.717027701,0.001598123,OS,Mature
9217,NA,-9259,201201,89,195,P-29,68580,1,NA,83.2,3,NA,NA,NA,250,NA,,2012,1.920123326,2.397940009,4.421247348,5.521460918,4.13E-06,OS,#VALUE!
9222,NA,-16672,201701,94,115,G-18,68580,1,NA,83.2,3,NA,NA,NA,250,19.1,,2017,1.920123326,2.397940009,4.421247348,5.521460918,4.13E-06,OS,Mature
9224,2027,-2900,200701,88,42,D-09,68580,1,NA,83.3,3,NA,NA,NA,256,20,,2007,1.920645001,2.408239965,4.422448549,5.545177444,3.41E-05,OS,Mature
9225,2003,-6876,201001,162,187,ON2524,68580,1,NA,83.3,3,NA,NA,NA,222,15.6,,2010,1.920645001,2.346352974,4.422448549,5.402677382,0.000451289,OS,Immature
9227,NA,-9262,201201,89,198,S-29,68580,1,NA,83.3,3,NA,NA,NA,226,NA,,2012,1.920645001,2.354108439,4.422448549,5.420534999,0.000318591,OS,#VALUE!
9228,NA,-14748,201501,162,202,P-30,68580,1,NA,83.3,3,NA,NA,NA,246,19.7,,2015,1.920645001,2.390935107,4.422448549,5.505331536,2.99E-06,OS,Mature
9229,NA,-14731,201501,94,177,P-28,68580,1,NA,83.3,4,NA,NA,NA,242,19.2,,2015,1.920645001,2.383815366,4.422448549,5.488937726,2.35E-05,OS,Mature
9235,NA,-10088,201301,89,96,I-19,68580,1,NA,83.4,3,NA,NA,NA,246,19,,2013,1.921166051,2.390935107,4.423648309,5.505331536,5.86E-06,OS,Mature
9237,NA,-14732,201501,94,178,O-28,68580,1,NA,83.4,3,NA,NA,NA,260,20.7,,2015,1.921166051,2.414973348,4.423648309,5.560681631,6.54E-05,OS,Mature
9238,NA,-14062,201501,162,69,D-04,68580,1,NA,83.4,3,NA,NA,NA,258,18.8,,2015,1.921166051,2.411619706,4.423648309,5.552959585,4.39E-05,OS,Mature
9243,NA,-19304,201901,94,161,O-22,68580,1,NA,83.5,3,NA,NA,NA,276,20.2,,2019,1.921686475,2.440909082,4.424846632,5.620400866,0.000350514,OS,Mature
9248,NA,-8978,201201,89,136,JI2221,68580,1,NA,83.6,3,NA,NA,NA,250,NA,,2012,1.922206277,2.397940009,4.42604352,5.521460918,5.46E-07,OS,#VALUE!
9250,NA,-14126,201501,94,61,E-03,68580,1,NA,83.6,4,NA,NA,NA,232,19,,2015,1.922206277,2.365487985,4.42604352,5.446737372,0.000222117,OS,Mature
9251,NA,-19002,201901,94,68,F-03,68580,1,NA,83.6,3,NA,NA,NA,272,20.2,,2019,1.922206277,2.434568904,4.42604352,5.605802066,0.000232513,OS,Mature
9252,NA,-16802,201701,94,124,HG2019,68580,1,NA,83.6,3,NA,NA,NA,250,19.4,,2017,1.922206277,2.397940009,4.42604352,5.521460918,5.46E-07,OS,Mature
9254,5413,-5666,200901,88,173,T-28,68580,1,NA,83.7,3,NA,NA,NA,268,19.9,,2009,1.922725458,2.428134794,4.427238977,5.590986981,0.000137854,OS,Mature
9256,NA,-8622,201201,162,144,L-21,68580,1,NA,83.7,3,NA,NA,NA,248,NA,,2012,1.922725458,2.394451681,4.427238977,5.513428746,8.69E-06,OS,#VALUE!
9257,NA,-14538,201501,162,160,O-25,68580,1,NA,83.7,3,NA,NA,NA,252,19.2,,2015,1.922725458,2.401400541,4.427238977,5.529429088,6.82E-09,OS,Mature
9258,NA,-14126,201501,94,61,E-03,68580,1,NA,83.7,3,NA,NA,NA,252,18.2,,2015,1.922725458,2.401400541,4.427238977,5.529429088,6.82E-09,OS,Mature
9259,NA,-18979,201901,162,38,D-07,68580,1,NA,83.7,4,NA,NA,NA,268,19.2,,2019,1.922725458,2.428134794,4.427238977,5.590986981,0.000137854,OS,Mature
9260,NA,-19223,201901,94,145,F-25,68580,1,NA,83.7,3,NA,NA,NA,244,19.9,,2019,1.922725458,2.387389826,4.427238977,5.497168225,3.63E-05,OS,Mature
9266,2444,-6900,201001,162,211,R-31,68580,1,NA,83.8,3,NA,NA,NA,212,15,,2010,1.923244019,2.326335861,4.428433007,5.356586275,0.001109625,OS,Immature
9271,NA,-14746,201501,162,200,N-30,68580,1,NA,83.8,3,NA,NA,NA,246,19.5,,2015,1.923244019,2.390935107,4.428433007,5.505331536,2.67E-05,OS,Mature
9279,2499,-6903,201001,162,214,T-30,68580,1,NA,83.9,3,NA,NA,NA,258,19.3,,2010,1.923761961,2.411619706,4.429625613,5.552959585,9.99E-06,OS,Mature
9281,NA,-18973,201901,94,67,F-04,68580,1,NA,83.9,3,NA,NA,NA,252,NA,,2019,1.923761961,2.401400541,4.429625613,5.529429088,1.66E-06,OS,#VALUE!
9285,3072,-3762,200701,89,160,ON2524,68580,1,NA,84,3,NA,NA,NA,275,20.6,,2007,1.924279286,2.439332694,4.430816799,5.616771098,0.000211093,OS,Mature
9286,2354,-3672,200701,88,152,H-26,68580,1,NA,84,3,NA,NA,NA,264,21,,2007,1.924279286,2.421603927,4.430816799,5.575949103,4.65E-05,OS,Mature
9288,1915,-6874,201001,162,185,ON2625,68580,1,NA,84,3,NA,NA,NA,252,20.1,,2010,1.924279286,2.401400541,4.430816799,5.529429088,3.89E-06,OS,Mature
9289,NA,-8712,201201,162,156,PO2524,68580,1,NA,84,4,NA,NA,NA,252,NA,,2012,1.924279286,2.401400541,4.430816799,5.529429088,3.89E-06,OS,#VALUE!
9291,NA,-14548,201501,94,139,I-23,68580,1,NA,84,3,NA,NA,NA,256,19.4,,2015,1.924279286,2.408239965,4.430816799,5.545177444,1.01E-06,OS,Mature
9294,NA,-16936,201701,94,145,K-23,68580,1,NA,84,3,NA,NA,NA,245,17.3,,2017,1.924279286,2.389166084,4.430816799,5.501258211,5.32E-05,OS,Mature
9296,2466,-3714,200701,88,194,U-29,68580,1,NA,84.1,3,NA,NA,NA,260,18.6,,2007,1.924795996,2.414973348,4.432006567,5.560681631,1.05E-05,OS,Mature
9297,5053,-4837,200901,88,32,E-09,68580,1,NA,84.1,3,NA,NA,NA,242,20.6,,2009,1.924795996,2.383815366,4.432006567,5.488937726,0.00010601,OS,Mature
9298,NA,-9258,201201,89,194,O-29,68580,1,NA,84.1,3,NA,NA,NA,274,NA,,2012,1.924795996,2.437750563,4.432006567,5.613128106,0.000172856,OS,#VALUE!
9307,NA,-16790,201701,94,137,J-24,68580,1,NA,84.2,3,NA,NA,NA,255,19.8,,2017,1.925312091,2.40654018,4.433194921,5.541263545,1.21E-06,OS,Mature
9314,NA,-9006,201201,89,164,M-25,68580,1,NA,84.3,3,NA,NA,NA,244,NA,,2012,1.925827575,2.387389826,4.434381865,5.497168225,0.000101805,OS,#VALUE!
9315,NA,-14060,201501,162,67,F-04,68580,1,NA,84.3,3,NA,NA,NA,272,19.7,,2015,1.925827575,2.434568904,4.434381865,5.605802066,0.000107877,OS,Mature
9316,NA,-19009,201901,162,62,E-04,68580,1,NA,84.3,3,NA,NA,NA,254,17.7,,2019,1.925827575,2.404833717,4.434381865,5.537334267,6.35E-06,OS,Mature
9320,NA,-19223,201901,94,145,F-25,68580,1,NA,84.3,3,NA,NA,NA,230,19.6,,2019,1.925827575,2.361727836,4.434381865,5.438079309,0.000450602,OS,Mature
9322,NA,-8983,201201,89,141,M-22,68580,1,NA,84.4,3,NA,NA,NA,260,NA,,2012,1.926342447,2.414973348,4.435567402,5.560681631,1.44E-06,OS,#VALUE!
9325,NA,-17985,201801,94,168,K-25,68580,1,NA,84.4,3,NA,NA,NA,282,19.2,,2018,1.926342447,2.450249108,4.435567402,5.641907071,0.00027228,OS,Mature
9326,NA,-16570,201701,162,55,G-02,68580,1,NA,84.4,3,NA,NA,NA,254,19.6,,2017,1.926342447,2.404833717,4.435567402,5.537334267,1.02E-05,OS,Mature
9329,434,-6168,201001,162,49,H-05,68580,1,NA,84.5,3,NA,NA,NA,270,21.9,,2010,1.926856709,2.431363764,4.436751534,5.598421959,5.82E-05,OS,Mature
9330,2511,-6903,201001,162,214,T-30,68580,1,NA,84.5,3,NA,NA,NA,236,19.4,,2010,1.926856709,2.372912003,4.436751534,5.463831805,0.000313492,OS,Mature
9332,NA,-16936,201701,94,145,K-23,68580,1,NA,84.5,3,NA,NA,NA,260,19.1,,2017,1.926856709,2.414973348,4.436751534,5.560681631,2.74E-07,OS,Mature
9333,NA,-16802,201701,94,124,HG2019,68580,1,NA,84.5,3,NA,NA,NA,255,19.2,,2017,1.926856709,2.40654018,4.436751534,5.541263545,9.80E-06,OS,Mature
9338,NA,-9012,201201,89,170,L-26,68580,1,NA,84.6,3,NA,NA,NA,272,NA,,2012,1.927370363,2.434568904,4.437934267,5.605802066,6.95E-05,OS,#VALUE!
9340,NA,-8919,201201,162,175,J-24,68580,1,NA,84.6,3,NA,NA,NA,250,NA,,2012,1.927370363,2.397940009,4.437934267,5.521460918,5.67E-05,OS,#VALUE!
9342,NA,-14514,201501,94,102,GF2019,68580,1,NA,84.6,3,NA,NA,NA,252,19.3,,2015,1.927370363,2.401400541,4.437934267,5.529429088,3.64E-05,OS,Mature
9344,NA,-19392,201901,162,149,M-26,68580,1,NA,84.6,3,NA,NA,NA,262,20,,2019,1.927370363,2.418301291,4.437934267,5.568344504,1.66E-06,OS,Mature
9347,NA,-10141,201301,89,115,I-21,68580,1,NA,84.7,4,NA,NA,NA,290,19.8,,2013,1.92788341,2.462397998,4.439115602,5.669880923,0.00038807,OS,Mature
9349,NA,-8998,201201,89,156,QP2726,68580,1,NA,84.7,4,NA,NA,NA,278,NA,,2012,1.92788341,2.444044796,4.439115602,5.627621114,0.000138195,OS,#VALUE!
9351,NA,-14559,201501,94,126,K-21,68580,1,NA,84.7,4,NA,NA,NA,244,17.7,,2015,1.92788341,2.387389826,4.439115602,5.497168225,0.000162981,OS,Mature
9352,NA,-14488,201501,94,74,H-01,68580,1,NA,84.7,3,NA,NA,NA,256,20.5,,2015,1.92788341,2.408239965,4.439115602,5.545177444,1.40E-05,OS,Mature
9353,NA,-14514,201501,94,102,GF2019,68580,1,NA,84.7,3,NA,NA,NA,224,18.8,,2015,1.92788341,2.350248018,4.439115602,5.411646052,0.000831894,OS,Mature
9354,541,-11667,200601,88,179,T-26,68580,1,NA,84.8,3,NA,NA,NA,284,22.3,,2006,1.928395852,2.45331834,4.440295543,5.648974238,0.000227592,OS,Mature
9356,3238,-6929,201001,162,240,T-29,68580,1,NA,84.8,3,NA,NA,NA,236,19.3,,2010,1.928395852,2.372912003,4.440295543,5.463831805,0.000387879,OS,Mature
9358,5205,-6713,201001,89,100,H-19,68580,1,NA,84.8,4,NA,NA,NA,296,19.3,,2010,1.928395852,2.471291711,4.440295543,5.690359454,0.000522615,OS,Mature
9361,NA,-16929,201701,94,146,K-24,68580,1,NA,84.8,3,NA,NA,NA,260,20.6,,2017,1.928395852,2.414973348,4.440295543,5.560681631,2.25E-06,OS,Mature
9363,2335,-6894,201001,162,205,Q-31,68580,1,NA,84.9,3,NA,NA,NA,226,15.2,,2010,1.92890769,2.354108439,4.441474093,5.420534999,0.000811346,OS,Immature
9369,NA,-16936,201701,94,145,K-23,68580,1,NA,84.9,3,NA,NA,NA,267,21.4,,2017,1.92890769,2.426511261,4.441474093,5.587248658,7.93E-06,OS,Mature
9370,NA,-16558,201701,162,44,E-03,68580,1,NA,84.9,4,NA,NA,NA,254,18.7,,2017,1.92890769,2.404833717,4.441474093,5.537334267,4.30E-05,OS,Mature
9377,NA,-10064,201301,89,72,G-01,68580,1,NA,85,4,NA,NA,NA,278,20.3,,2013,1.929418926,2.444044796,4.442651256,5.627621114,9.45E-05,OS,Mature
9378,NA,-8931,201201,89,122,I-18,68580,1,NA,85,4,NA,NA,NA,262,NA,,2012,1.929418926,2.418301291,4.442651256,5.568344504,1.97E-06,OS,#VALUE!
9379,NA,-8914,201201,162,171,L-24,68580,1,NA,85,3,NA,NA,NA,270,NA,,2012,1.929418926,2.431363764,4.442651256,5.598421959,1.80E-05,OS,#VALUE!
9382,NA,-17044,201701,94,194,M-27,68580,1,NA,85,3,NA,NA,NA,265,18.6,,2017,1.929418926,2.423245874,4.442651256,5.579729826,5.36E-07,OS,Mature
9385,1947,-8161,201101,162,160,M-25,68580,1,NA,85.1,4,NA,NA,NA,260,19.6,,2011,1.92992956,2.414973348,4.443827036,5.560681631,1.23E-05,OS,Mature
9388,NA,-9992,201301,89,51,F-05,68580,1,NA,85.1,3,NA,NA,NA,270,21.1,,2013,1.92992956,2.431363764,4.443827036,5.598421959,1.27E-05,OS,Mature
9389,NA,-14527,201501,94,116,F-23,68580,1,NA,85.1,3,NA,NA,NA,262,19.6,,2015,1.92992956,2.418301291,4.443827036,5.568344504,4.30E-06,OS,Mature
9394,NA,-17007,201701,94,188,T-27,68580,1,NA,85.1,3,NA,NA,NA,265,21,,2017,1.92992956,2.423245874,4.443827036,5.579729826,3.82E-09,OS,Mature
9400,NA,-14571,201501,162,165,QP2524,68580,1,NA,85.2,3,NA,NA,NA,258,20.4,,2015,1.930439595,2.411619706,4.445001434,5.552959585,3.16E-05,OS,Mature
9402,1223,-11360,200601,134,108,L-21,68580,1,NA,85.3,3,NA,NA,NA,280,19.8,,2006,1.930949031,2.447158031,4.446174454,5.634789603,8.17E-05,OS,Mature
9403,540,-11667,200601,88,179,T-26,68580,1,NA,85.3,3,NA,NA,NA,280,20.2,,2006,1.930949031,2.447158031,4.446174454,5.634789603,8.17E-05,OS,Mature
9407,NA,-9259,201201,89,195,P-29,68580,1,NA,85.3,3,NA,NA,NA,228,NA,,2012,1.930949031,2.357934847,4.446174454,5.429345629,0.000867188,OS,#VALUE!
9413,NA,-9003,201201,89,161,O-27,68580,1,NA,85.4,4,NA,NA,NA,280,NA,,2012,1.931457871,2.447158031,4.447346101,5.634789603,7.00E-05,OS,#VALUE!
9414,NA,-9258,201201,89,194,O-29,68580,1,NA,85.4,3,NA,NA,NA,220,NA,,2012,1.931457871,2.342422681,4.447346101,5.393627546,0.001353425,OS,#VALUE!
9415,NA,-14743,201501,162,197,Q-29,68580,1,NA,85.4,3,NA,NA,NA,286,20,,2015,1.931457871,2.456366033,4.447346101,5.655991811,0.000152266,OS,Mature
9416,NA,-14038,201501,162,50,E-06,68580,1,NA,85.4,3,NA,NA,NA,282,21,,2015,1.931457871,2.450249108,4.447346101,5.641907071,9.41E-05,OS,Mature
9419,1024,-7917,201101,89,80,E-03,68580,1,NA,85.5,3,NA,NA,NA,268,19.7,,2011,1.931966115,2.428134794,4.448516376,5.590986981,2.48E-07,OS,Mature
9420,NA,-14728,201501,94,174,R-28,68580,1,NA,85.5,3,NA,NA,NA,290,21.7,,2015,1.931966115,2.462397998,4.448516376,5.669880923,0.000203575,OS,Mature
9424,NA,-16799,201701,94,121,I-19,68580,1,NA,85.5,3,NA,NA,NA,240,13.6,,2017,1.931966115,2.380211242,4.448516376,5.480638923,0.000447407,OS,Immature
9425,3121,-6924,201001,162,235,S-27,68580,1,NA,85.6,3,NA,NA,NA,274,21.6,,2010,1.932473765,2.437750563,4.449685283,5.613128106,8.88E-06,OS,Mature
9430,NA,-10181,201301,162,141,K-24,68580,1,NA,85.6,3,NA,NA,NA,280,21.9,,2013,1.932473765,2.447158031,4.449685283,5.634789603,4.95E-05,OS,Mature
9435,2443,-6900,201001,162,211,R-31,68580,1,NA,85.7,3,NA,NA,NA,242,16.4,,2010,1.932980822,2.383815366,4.450852826,5.488937726,0.000437227,OS,Immature
9440,403,-11640,200601,88,152,H-18,68580,1,NA,85.8,3,NA,NA,NA,270,19.4,,2006,1.933487288,2.431363764,4.452019006,5.598421959,1.20E-06,OS,Mature
9441,1345,-11384,200601,134,132,M-22,68580,1,NA,85.8,3,NA,NA,NA,276,21.7,,2006,1.933487288,2.440909082,4.452019006,5.620400866,9.07E-06,OS,Mature
